NUM_00,NUM_01,NUM_02,NUM_03,NUM_04,NUM_05,NUM_06,NUM_07,NUM_08,NUM_09,NUM_10,NUM_11,NUM_12,NUM_13,NUM_14,NUM_15,NUM_16,CAT_00,CAT_01,CAT_02,target
19,1,0,4042.0,21,123,34.26,201.5,110,10.98,129.2,4,3.48,12.9,98,9.93,220.6,415,0,0,0
138,3,0,1702.0,45,119,42.67,251.0,96,7.75,91.2,3,3.73,13.8,87,6.4,142.2,415,0,0,0
119,3,0,9.0,13,117,39.17,230.4,101,19.13,225.0,6,2.05,7.6,111,8.93,198.5,415,0,0,0
137,1,0,600.0,34,120,18.67,109.8,86,19.59,230.5,6,3.21,11.9,103,11.51,255.8,510,0,0,0
182,2,0,2708.0,27,118,47.52,279.5,113,17.27,203.2,4,2.89,10.7,101,7.84,174.2,415,0,0,1
135,1,0,1271.0,35,107,29.48,173.4,84,18.87,222.0,6,3.7,13.7,94,2.89,64.2,415,0,0,0
134,1,38,808.0,11,93,36.45,214.4,57,17.99,211.7,8,2.7,10.0,79,7.43,165.0,415,0,1,0
45,1,0,2962.0,7,103,16.34,96.1,134,20.98,246.8,4,2.62,9.7,92,10.34,229.7,415,0,0,0
129,1,0,1300.0,42,145,17.24,101.4,116,21.17,249.1,6,1.92,7.1,107,7.09,157.6,408,0,0,0
142,4,0,2639.0,46,74,39.53,232.5,142,15.45,181.8,6,2.81,10.4,86,9.14,203.1,415,0,0,0
130,1,45,1963.0,20,120,29.67,174.5,95,18.49,217.5,2,3.29,12.2,67,9.91,220.3,415,0,1,0
163,1,23,2294.0,18,126,38.08,224.0,89,19.85,233.5,4,2.38,8.8,104,13.23,293.9,408,0,1,0
105,4,0,2913.0,11,99,35.89,211.1,66,15.02,176.7,7,3.97,14.7,96,9.97,221.5,415,0,0,0
119,2,0,959.0,9,96,18.56,109.2,80,13.01,153.1,5,2.65,9.8,102,10.8,240.0,415,0,0,0
78,0,0,2945.0,50,95,37.4,220.0,121,15.29,179.9,5,3.11,11.5,109,8.47,188.2,408,0,0,0
92,2,0,3050.0,29,98,30.84,181.4,98,13.98,164.5,4,2.94,10.9,110,7.69,171.0,415,0,0,0
146,2,11,1517.0,50,82,30.72,180.7,90,14.76,173.7,4,2.73,10.1,89,10.42,231.5,415,0,1,0
125,1,32,2671.0,37,109,16.41,96.5,109,12.39,145.8,2,2.54,9.4,82,7.85,174.4,408,0,1,0
88,3,0,1437.0,15,93,31.2,183.5,80,14.49,170.5,5,2.24,8.3,88,8.72,193.8,415,0,0,0
83,0,38,4038.0,20,90,18.34,107.9,94,11.93,140.4,2,2.84,10.5,79,11.41,253.6,408,0,1,0
3,1,0,4226.0,42,96,27.37,161.0,82,20.82,244.9,6,2.08,7.7,103,8.14,180.8,510,1,0,0
152,1,41,254.0,49,128,24.96,146.8,96,24.28,285.6,2,1.16,4.3,80,9.61,213.6,510,1,1,1
48,3,0,29.0,47,146,25.36,149.2,109,13.76,161.9,2,2.24,8.3,109,8.91,197.9,510,0,0,0
189,3,0,4447.0,25,124,38.73,227.8,112,14.41,169.5,4,1.51,5.6,91,9.05,201.1,415,0,0,0
95,0,23,106.0,35,87,27.25,160.3,101,17.2,202.4,3,2.0,7.4,122,8.6,191.1,415,0,1,0
129,1,0,4630.0,15,120,23.43,137.8,110,19.19,225.8,6,2.75,10.2,95,6.53,145.2,415,0,0,1
66,0,40,98.0,5,87,24.09,141.7,89,22.81,268.3,7,2.3,8.5,68,10.86,241.3,408,0,1,0
80,0,22,2946.0,43,115,33.39,196.4,109,12.78,150.3,1,2.51,9.3,75,7.93,176.2,510,0,1,0
1,1,0,2361.0,0,74,29.78,175.2,79,12.89,151.7,3,1.43,5.3,109,10.37,230.5,408,0,0,0
84,1,0,2169.0,49,133,24.96,146.8,73,14.59,171.7,3,2.67,9.9,69,10.55,234.5,408,0,0,0
96,1,0,1712.0,19,111,29.56,173.9,105,24.43,287.4,7,2.46,9.1,91,9.22,204.8,415,0,0,0
123,1,34,4624.0,42,80,51.88,305.2,109,13.3,156.5,7,3.56,13.2,81,12.6,280.0,415,0,1,0
116,3,29,4596.0,13,91,27.59,162.3,79,23.74,279.3,2,3.16,11.7,131,8.67,192.7,510,1,1,1
105,3,0,1182.0,8,106,25.5,150.0,123,24.97,293.8,7,2.78,10.3,65,11.28,250.7,415,1,0,0
80,1,0,2925.0,45,114,33.58,197.5,119,17.59,206.9,4,3.05,11.3,109,7.36,163.6,415,0,0,0
157,2,0,4736.0,26,67,40.83,240.2,98,13.01,153.0,6,2.75,10.2,72,11.21,249.0,408,0,0,0
67,2,30,495.0,13,117,31.65,186.2,76,24.37,286.7,3,3.48,12.9,113,7.39,164.3,510,0,1,0
141,0,39,1445.0,15,127,19.87,116.9,88,23.5,276.5,2,3.32,12.3,125,13.05,289.9,415,0,1,0
79,1,17,1637.0,20,95,40.24,236.7,56,22.4,263.5,4,3.24,12.0,107,11.68,259.6,415,0,1,0
76,0,0,2162.0,25,93,29.44,173.2,80,11.15,131.2,3,1.46,5.4,104,7.69,170.9,408,0,0,0
111,0,0,4236.0,47,114,25.87,152.2,102,11.66,137.2,3,2.65,9.8,97,8.37,185.9,510,0,0,0
94,0,0,3436.0,35,135,30.82,181.3,108,15.5,182.4,2,1.81,6.7,103,8.13,180.6,415,0,0,0
143,4,0,231.0,39,72,28.53,167.8,99,17.94,211.0,6,2.84,10.5,109,6.91,153.5,408,0,0,1
109,1,0,2440.0,2,125,29.82,175.4,87,21.31,250.7,9,2.65,9.8,74,13.02,289.3,510,0,0,0
138,2,0,235.0,3,112,14.89,87.6,107,22.69,266.9,10,2.65,9.8,104,9.66,214.6,415,0,0,0
73,0,0,915.0,40,45,34.56,203.3,87,12.06,141.9,6,2.3,8.5,71,9.03,200.7,415,0,0,0
21,5,0,4473.0,17,95,15.74,92.6,70,13.76,161.9,3,3.05,11.3,78,12.83,285.0,415,0,0,1
148,1,21,3430.0,1,135,44.69,262.9,96,12.71,149.5,4,2.19,8.1,109,6.32,140.5,415,0,1,0
103,1,0,1024.0,29,91,27.34,160.8,82,13.24,155.8,3,2.3,8.5,103,11.44,254.3,408,0,0,0
143,1,22,2998.0,26,116,24.11,141.8,99,14.22,167.3,3,2.11,7.8,130,8.01,178.1,408,0,1,0
79,2,32,2893.0,23,62,8.6,50.6,87,17.12,201.4,4,1.13,4.2,121,6.61,146.8,408,0,1,0
89,1,0,1329.0,33,59,22.93,134.9,152,13.26,156.0,5,2.75,10.2,112,8.89,197.5,415,0,0,0
120,1,0,2484.0,4,110,42.86,252.1,103,19.22,226.1,3,3.73,13.8,83,7.0,155.6,415,0,0,0
121,1,41,517.0,44,95,36.64,215.5,92,20.55,241.8,3,2.59,9.6,108,6.61,147.0,415,0,1,0
101,0,0,804.0,14,66,21.22,124.8,85,21.86,257.2,4,3.62,13.4,115,8.69,193.2,415,0,0,0
115,2,0,3438.0,7,114,30.38,178.7,96,23.04,271.0,5,4.43,16.4,94,11.07,245.9,408,0,0,0
168,2,0,2934.0,15,131,31.14,183.2,73,15.23,179.2,5,2.67,9.9,100,13.18,292.8,415,0,0,0
90,1,0,1044.0,32,96,28.48,167.5,104,11.82,139.1,1,3.51,13.0,87,6.23,138.4,415,0,0,0
70,3,0,2558.0,25,105,25.01,147.1,135,17.0,200.0,9,3.38,12.5,65,10.57,234.9,510,0,0,0
138,1,0,1418.0,46,107,39.12,230.1,120,18.02,212.0,4,3.56,13.2,119,7.87,174.9,415,0,0,0
43,0,0,210.0,46,125,23.09,135.8,88,13.87,163.2,3,3.4,12.6,106,10.34,229.8,408,0,0,0
117,2,20,724.0,44,98,34.97,205.7,107,11.57,136.1,3,2.35,8.7,147,7.17,159.4,510,0,1,0
108,2,0,2529.0,17,105,12.55,73.8,114,12.19,143.4,3,2.94,10.9,98,7.66,170.2,408,0,0,0
118,2,0,4967.0,45,119,32.18,189.3,112,19.85,233.5,1,2.7,10.0,104,12.19,270.9,408,0,0,0
169,3,0,3868.0,35,115,25.02,147.2,123,13.76,161.9,6,1.94,7.2,103,6.39,142.1,408,0,0,0
62,0,42,2257.0,3,95,23.34,137.3,94,15.66,184.2,3,2.75,10.2,70,10.41,231.4,408,0,1,0
86,2,0,3112.0,34,125,12.02,70.7,113,17.94,211.0,0,0.0,0.0,107,7.86,174.6,510,0,0,0
44,0,0,1539.0,45,117,34.78,204.6,94,17.44,205.2,5,2.89,10.7,84,7.41,164.6,408,0,0,0
111,5,0,2354.0,20,88,20.93,123.1,84,18.18,213.9,2,3.24,12.0,88,8.32,184.9,510,0,0,1
127,2,19,456.0,19,115,22.05,129.7,101,13.67,160.8,3,3.29,12.2,63,11.93,265.0,510,0,1,0
151,0,0,1043.0,14,70,33.78,198.7,106,17.81,209.5,4,3.35,12.4,126,12.69,281.9,415,1,0,0
53,2,0,2255.0,18,116,24.67,145.1,82,19.86,233.7,5,2.13,7.9,95,9.39,208.7,415,0,0,0
15,2,0,4779.0,24,101,22.98,135.2,79,12.96,152.5,5,2.27,8.4,83,10.12,224.8,415,0,0,0
123,1,28,3122.0,7,105,21.2,124.7,78,21.28,250.4,8,2.11,7.8,128,9.74,216.4,408,0,1,0
137,1,0,1965.0,38,76,36.7,215.9,118,12.36,145.4,4,3.27,12.1,129,8.41,186.9,415,0,0,0
106,2,0,2079.0,42,142,20.26,119.2,139,19.41,228.4,9,2.27,8.4,61,8.91,197.9,415,0,0,0
88,3,0,898.0,31,116,24.53,144.3,74,13.29,156.4,10,2.11,7.8,90,9.66,214.7,510,0,0,0
106,1,0,1395.0,45,121,39.98,235.2,87,18.75,220.6,4,3.19,11.8,91,10.63,236.3,415,0,0,0
95,0,0,1996.0,42,57,29.58,174.0,118,23.89,281.1,2,2.62,9.7,94,8.87,197.2,510,0,0,0
57,0,0,131.0,31,65,19.55,115.0,96,10.4,122.3,1,1.73,6.4,75,11.03,245.0,510,1,0,1
184,2,0,880.0,47,93,25.79,151.7,77,15.17,178.5,8,3.54,13.1,111,10.31,229.1,408,0,0,0
109,3,0,2637.0,2,102,26.03,153.1,77,19.9,234.1,9,2.67,9.9,74,14.81,329.2,510,0,0,0
127,2,0,868.0,48,93,37.16,218.6,130,12.74,149.9,5,2.48,9.2,131,9.21,204.6,415,0,0,0
82,2,0,1829.0,47,122,45.08,265.2,102,15.19,178.7,9,2.89,10.7,90,7.86,174.7,510,0,0,0
180,1,0,2054.0,39,134,24.36,143.3,113,15.34,180.5,4,2.73,10.1,87,8.29,184.2,415,0,0,0
174,2,0,3637.0,21,98,32.35,190.3,70,21.48,252.7,9,1.94,7.2,97,9.93,220.6,415,0,0,0
92,2,0,4251.0,5,60,31.4,184.7,73,22.27,262.0,6,3.32,12.3,120,10.78,239.5,415,0,0,1
81,1,0,2357.0,5,99,19.6,115.3,117,19.1,224.7,2,4.86,18.0,98,6.86,152.5,408,0,0,0
125,2,0,4360.0,39,108,19.21,113.0,107,14.38,169.2,5,2.48,9.2,61,7.05,156.6,408,0,0,1
119,0,0,891.0,6,100,50.01,294.2,53,19.76,232.5,1,2.43,9.0,64,8.78,195.0,408,0,0,1
122,3,0,3623.0,27,86,36.65,215.6,59,14.26,167.8,8,1.73,6.4,67,9.32,207.0,415,0,0,0
34,1,0,639.0,50,80,21.9,128.8,93,17.74,208.7,7,3.78,14.0,103,9.09,202.1,408,0,0,0
138,3,28,2969.0,37,117,35.9,211.2,98,26.56,312.5,2,2.89,10.7,118,8.01,178.0,415,1,1,1
90,1,24,1372.0,9,82,12.1,71.2,103,15.44,181.6,1,3.48,12.9,111,8.41,186.9,415,0,1,0
73,2,0,2211.0,17,121,16.13,94.9,83,21.52,253.2,2,3.83,14.2,86,7.88,175.1,408,0,0,0
19,1,0,4272.0,40,116,44.1,259.4,109,22.92,269.7,3,2.57,9.5,130,7.89,175.3,510,0,0,1
120,1,28,917.0,47,123,36.69,215.8,76,24.24,285.2,3,1.86,6.9,78,8.64,192.1,408,0,1,0
160,3,0,110.0,26,113,16.58,97.5,69,22.79,268.1,4,3.56,13.2,62,11.49,255.3,415,0,0,0
141,0,0,4595.0,38,121,24.91,146.5,125,14.44,169.9,5,2.21,8.2,112,10.75,238.8,510,0,0,0
90,2,0,4133.0,19,72,26.84,157.9,93,19.89,234.0,5,3.29,12.2,86,9.45,210.0,408,0,0,0
72,2,0,500.0,46,117,23.78,139.9,96,19.01,223.6,4,3.43,12.7,93,10.84,240.8,415,0,0,0
117,1,21,2651.0,23,112,26.04,153.2,110,22.38,263.3,7,3.21,11.9,85,6.08,135.0,408,0,1,0
79,2,0,4496.0,14,134,17.6,103.5,111,27.14,319.3,4,2.27,8.4,124,10.8,239.9,408,1,0,0
87,1,0,3284.0,2,119,31.59,185.8,83,16.35,192.3,4,1.78,6.6,96,9.0,200.0,408,0,0,0
102,1,0,3103.0,20,56,22.02,129.5,118,30.11,354.2,3,2.94,10.9,93,6.55,145.5,415,0,0,0
49,1,0,1396.0,26,91,40.22,236.6,146,18.78,220.9,2,2.4,8.9,114,6.61,146.8,408,0,0,0
67,6,0,4383.0,46,107,44.27,260.4,104,17.7,208.2,2,2.7,10.0,115,9.36,207.9,408,0,0,0
107,2,0,4033.0,5,100,28.44,167.3,79,13.93,163.9,5,1.81,6.7,100,8.37,185.9,415,0,0,0
190,2,0,4314.0,27,101,30.97,182.2,95,18.05,212.3,4,2.51,9.3,123,10.49,233.0,408,0,0,0
118,2,0,4976.0,47,80,19.21,113.0,87,12.76,150.1,4,2.92,10.8,115,9.19,204.3,510,0,0,0
120,0,0,4481.0,42,133,31.57,185.7,149,19.98,235.1,6,4.56,16.9,78,11.54,256.4,415,0,0,0
94,0,0,283.0,2,114,23.15,136.2,118,14.03,165.1,5,2.59,9.6,71,6.21,137.9,408,0,0,0
115,1,29,4168.0,7,81,37.84,222.6,109,16.18,190.3,2,3.11,11.5,87,9.05,201.2,510,0,1,0
61,1,0,4344.0,23,67,33.54,197.3,106,22.48,264.5,6,2.43,9.0,116,9.47,210.5,415,0,0,0
143,1,33,1430.0,12,130,24.04,141.4,114,15.84,186.4,6,2.08,7.7,111,9.45,210.0,510,0,1,0
110,1,0,1406.0,16,69,35.36,208.0,94,8.08,95.1,11,2.16,8.0,129,8.03,178.5,510,0,0,0
104,1,0,3246.0,28,92,20.15,118.5,109,15.11,177.8,4,3.27,12.1,98,11.51,255.7,415,0,0,0
16,1,0,560.0,26,65,26.04,153.2,90,19.52,229.7,8,2.89,10.7,94,6.67,148.2,510,0,0,0
183,0,0,3738.0,14,87,18.41,108.3,116,15.61,183.6,2,3.65,13.5,109,7.95,176.6,510,0,0,0
147,2,0,1455.0,7,92,28.66,168.6,107,15.95,187.7,8,3.89,14.4,95,9.74,216.5,408,0,0,0
58,2,0,4311.0,17,116,42.02,247.2,103,25.81,303.7,2,2.51,9.3,94,4.74,105.4,415,0,0,1
102,3,0,125.0,25,81,38.11,224.2,90,20.68,243.3,8,3.24,12.0,66,6.65,147.8,510,1,0,0
123,3,0,549.0,42,98,28.37,166.9,77,18.85,221.8,4,3.46,12.8,114,10.98,243.9,415,0,0,0
64,1,43,2427.0,12,100,20.13,118.4,108,12.25,144.1,6,2.3,8.5,91,7.11,158.1,415,0,1,0
103,2,0,1713.0,0,62,32.45,190.9,53,19.26,226.6,3,2.11,7.8,96,10.35,230.1,510,0,0,0
152,1,0,2670.0,23,60,54.03,317.8,100,13.0,152.9,7,2.81,10.4,63,5.55,123.4,415,0,0,1
124,1,0,875.0,49,112,53.04,312.0,109,15.3,180.0,4,3.46,12.8,94,7.59,168.6,415,0,0,1
97,1,0,4733.0,37,121,24.82,146.0,141,17.26,203.0,2,3.59,13.3,120,6.83,151.8,415,0,0,0
131,1,0,328.0,25,95,22.37,131.6,109,15.24,179.3,3,4.19,15.5,129,11.3,251.2,415,0,0,1
57,2,33,2217.0,21,105,32.88,193.4,79,19.69,231.6,11,3.0,11.1,90,10.18,226.2,415,0,1,0
157,2,0,2345.0,23,92,31.47,185.1,85,18.11,213.0,5,2.3,8.5,85,8.82,196.1,510,0,0,0
194,0,0,308.0,10,106,32.86,193.3,150,14.37,169.0,4,3.19,11.8,122,10.13,225.2,510,0,0,0
66,1,0,4352.0,7,107,24.89,146.4,99,16.7,196.5,2,2.11,7.8,106,10.35,230.1,415,0,0,0
155,0,0,2512.0,10,90,12.1,71.2,119,25.87,304.4,4,2.32,8.6,103,8.25,183.3,510,0,0,0
123,4,0,101.0,34,104,20.94,123.2,117,16.15,190.0,5,3.48,12.9,95,7.66,170.3,415,0,0,1
116,2,0,3426.0,36,90,34.85,205.0,114,11.98,140.9,4,2.03,7.5,96,12.27,272.6,510,0,0,0
63,1,0,3188.0,36,78,21.88,128.7,133,20.47,240.8,6,3.46,12.8,121,10.7,237.7,415,0,0,0
64,3,0,4508.0,10,78,36.87,216.9,115,17.94,211.0,5,3.08,11.4,116,8.09,179.8,510,0,0,0
96,3,0,2146.0,31,122,25.5,150.0,116,18.57,218.5,1,2.65,9.8,89,9.56,212.4,510,0,0,0
53,1,0,3894.0,23,106,27.9,164.1,56,17.51,206.0,2,3.08,11.4,124,8.76,194.7,415,0,0,0
105,3,0,1312.0,21,113,36.04,212.0,128,19.26,226.6,7,2.4,8.9,114,8.71,193.6,510,0,0,0
53,2,37,4739.0,22,99,28.44,167.3,99,16.55,194.7,9,3.24,12.0,112,10.65,236.7,510,0,1,0
101,1,0,1375.0,26,130,26.25,154.4,101,18.46,217.2,4,3.75,13.9,52,8.34,185.4,415,0,0,0
129,3,30,4348.0,29,95,30.14,177.3,102,18.0,211.8,7,2.51,9.3,108,10.81,240.2,510,0,1,0
122,1,0,3535.0,28,141,39.3,231.2,136,22.76,267.8,5,2.38,8.8,100,10.81,240.3,408,0,0,1
163,5,0,2660.0,45,100,34.49,202.9,46,15.18,178.6,3,3.46,12.8,116,9.17,203.8,415,0,0,0
93,0,0,4757.0,46,120,25.43,149.6,85,17.06,200.7,9,3.86,14.3,107,8.15,181.2,408,0,0,0
115,1,0,1068.0,35,81,58.7,345.3,106,17.29,203.4,8,3.19,11.8,107,9.79,217.5,510,1,0,1
25,1,0,529.0,1,80,45.03,264.9,66,23.9,281.2,4,2.27,8.4,80,7.47,166.1,408,0,0,1
73,1,0,1487.0,7,92,20.74,122.0,114,11.76,138.3,5,1.57,5.8,128,10.09,224.2,408,0,0,0
120,2,0,2194.0,28,88,30.12,177.2,99,22.98,270.4,2,3.78,14.0,90,10.42,231.5,415,0,0,0
196,1,0,698.0,42,80,22.63,133.1,120,17.55,206.5,8,2.78,10.3,96,9.97,221.6,415,0,0,0
97,0,0,1442.0,8,90,38.27,225.1,127,23.76,279.5,4,2.38,8.8,103,10.52,233.8,510,0,0,1
148,1,0,4223.0,34,120,35.43,208.4,99,14.82,174.4,4,3.02,11.2,105,13.98,310.7,408,0,0,0
85,1,30,3077.0,1,107,29.43,173.1,101,21.01,247.2,5,3.11,11.5,104,7.14,158.7,408,0,1,0
86,2,0,3640.0,36,131,27.61,162.4,102,14.2,167.0,2,3.08,11.4,118,5.8,128.9,510,1,0,1
78,2,13,4381.0,25,93,47.8,281.2,101,15.15,178.2,5,1.73,6.4,129,10.99,244.2,415,0,1,0
106,3,0,4308.0,20,89,35.41,208.3,67,14.4,169.4,4,4.29,15.9,90,4.59,102.0,415,0,0,0
147,2,38,3832.0,29,126,41.38,243.4,109,23.27,273.8,8,3.81,14.1,91,12.73,282.9,415,0,1,0
145,1,0,251.0,2,89,38.11,224.2,121,26.77,314.9,3,4.35,16.1,121,8.23,182.9,415,0,0,1
91,3,0,2385.0,14,100,32.18,189.3,107,20.34,239.3,3,2.67,9.9,89,4.04,89.7,415,0,0,0
81,4,46,1049.0,15,124,28.61,168.3,103,23.03,270.9,2,1.81,6.7,98,10.01,222.5,408,0,1,0
116,1,24,2740.0,44,90,39.59,232.9,94,12.93,152.1,6,2.89,10.7,82,15.49,344.3,415,0,1,0
69,1,37,4919.0,18,98,26.35,155.0,105,12.1,142.4,4,1.59,5.9,117,6.47,143.7,415,0,1,0
135,0,0,2769.0,13,130,26.25,154.4,90,17.32,203.8,3,3.19,11.8,59,7.14,158.7,510,0,0,0
73,2,0,2603.0,17,102,39.9,234.7,110,16.63,195.7,8,2.27,8.4,71,11.4,253.4,510,0,0,0
48,1,0,4205.0,22,88,40.8,240.0,117,11.99,141.0,9,1.92,7.1,137,5.8,128.9,415,0,0,0
125,0,0,1570.0,30,78,50.73,298.4,142,22.99,270.5,2,3.29,12.2,84,4.83,107.3,415,1,0,1
100,1,0,2799.0,49,102,28.22,166.0,97,20.07,236.1,4,2.94,10.9,93,6.04,134.3,415,0,0,0
165,0,33,4341.0,37,140,18.97,111.6,111,18.13,213.3,3,4.32,16.0,115,12.04,267.6,415,0,1,0
64,2,0,3559.0,41,98,29.67,174.5,103,15.32,180.2,2,2.89,10.7,89,8.06,179.0,415,0,0,0
116,1,27,3762.0,20,137,29.84,175.5,60,17.9,210.6,5,1.86,6.9,121,13.27,294.8,510,1,1,0
147,3,35,4322.0,28,109,26.78,157.5,67,16.12,189.6,2,3.0,11.1,76,10.22,227.0,408,1,1,1
115,1,0,2444.0,42,113,35.05,206.2,102,14.99,176.4,7,2.97,11.0,119,13.37,297.1,415,0,0,0
84,4,35,4188.0,24,138,35.28,207.5,116,17.09,201.0,16,2.03,7.5,107,7.4,164.5,415,0,1,0
86,4,16,795.0,14,105,24.62,144.8,111,17.53,206.2,2,3.13,11.6,117,11.49,255.4,510,0,1,0
134,2,0,4729.0,44,85,44.0,258.8,114,11.01,129.5,7,2.94,10.9,106,8.71,193.6,415,0,0,0
105,0,0,2535.0,22,106,38.57,226.9,77,15.49,182.2,2,3.13,11.6,107,9.18,203.9,415,0,0,1
88,2,0,1109.0,2,119,25.99,152.9,107,14.55,171.2,5,3.24,12.0,106,11.57,257.0,408,0,0,0
90,2,27,55.0,43,51,26.64,156.7,118,20.1,236.5,6,3.4,12.6,111,5.54,123.2,408,0,1,0
86,1,0,3222.0,0,85,25.64,150.8,88,25.15,295.9,1,3.38,12.5,104,11.12,247.2,408,0,0,0
37,4,0,4524.0,42,126,37.57,221.0,110,17.38,204.5,3,1.84,6.8,98,5.31,118.0,415,0,0,0
141,1,32,3918.0,30,92,54.81,322.4,107,24.07,283.2,3,1.81,6.7,111,9.43,209.5,415,0,1,1
148,2,0,1097.0,32,148,26.11,153.6,87,22.28,262.1,3,2.65,9.8,99,10.15,225.5,408,0,0,0
163,2,22,2292.0,23,91,36.57,215.1,102,11.81,138.9,2,3.35,12.4,109,6.58,146.2,408,0,1,0
89,1,35,2437.0,12,108,29.65,174.4,100,16.72,196.7,3,3.19,11.8,74,5.73,127.4,415,0,1,0
63,0,0,2275.0,39,126,30.69,180.5,98,19.55,230.0,3,2.86,10.6,73,10.46,232.5,415,0,0,0
102,2,0,506.0,1,106,20.93,123.1,102,15.47,182.0,7,3.4,12.6,75,11.01,244.6,415,0,0,0
76,1,0,4964.0,27,94,28.17,165.7,80,21.88,257.4,4,2.7,10.0,114,7.69,170.8,510,0,0,0
104,2,0,4139.0,41,92,34.03,200.2,87,10.09,118.7,6,1.62,6.0,65,10.65,236.6,408,0,0,0
109,3,0,4658.0,26,82,26.32,154.8,109,24.45,287.7,9,1.59,5.9,80,9.38,208.4,510,0,0,0
105,2,0,1948.0,11,116,21.32,125.4,95,22.23,261.5,9,3.08,11.4,104,10.87,241.6,510,0,0,0
63,1,33,1555.0,26,111,31.31,184.2,89,26.57,312.6,4,3.29,12.2,55,11.88,264.0,415,0,1,0
105,3,24,4045.0,17,99,46.7,274.7,118,16.45,193.5,3,2.92,10.8,109,13.48,299.6,415,0,1,0
68,1,39,3690.0,7,140,24.14,142.0,89,20.54,241.6,5,3.05,11.3,72,13.59,302.0,415,1,1,0
63,1,21,2657.0,5,99,25.76,151.5,89,12.56,147.8,4,2.7,10.0,114,9.47,210.4,408,1,1,0
74,3,0,3066.0,22,114,21.22,124.8,121,11.31,133.0,7,2.86,10.6,85,7.21,160.3,415,0,0,0
76,0,0,2107.0,1,85,30.46,179.2,66,18.95,222.9,2,3.35,12.4,113,8.47,188.2,415,0,0,0
91,2,0,2867.0,16,110,41.89,246.4,98,15.47,182.0,2,3.27,12.1,106,7.09,157.6,408,1,0,1
101,5,0,1408.0,27,114,39.56,232.7,123,15.84,186.4,6,3.11,11.5,122,6.9,153.3,415,0,0,0
116,0,0,2402.0,40,120,48.96,288.0,90,21.74,255.8,4,3.62,13.4,99,10.5,233.4,408,0,0,1
131,1,23,3663.0,5,145,29.04,170.8,93,20.12,236.7,1,3.43,12.7,100,13.25,294.5,415,0,1,0
84,1,0,305.0,23,114,36.74,216.1,107,16.79,197.5,3,2.65,9.8,104,9.8,217.8,415,0,0,0
104,2,0,1991.0,50,100,23.58,138.7,58,18.31,215.4,4,1.32,4.9,98,7.39,164.3,415,0,0,0
108,3,0,1966.0,9,112,35.82,210.7,73,20.29,238.7,5,2.48,9.2,90,11.41,253.6,510,0,0,0
111,0,0,2847.0,34,117,30.91,181.8,91,13.44,158.1,9,2.62,9.7,123,11.98,266.2,415,0,0,0
155,1,30,2100.0,36,103,10.47,61.6,110,21.68,255.1,5,3.35,12.4,96,10.17,225.9,408,0,1,0
66,1,0,4031.0,21,85,35.31,207.7,112,16.72,196.7,3,1.84,6.8,83,11.78,261.7,510,0,0,0
64,1,0,4623.0,29,73,37.26,219.2,65,14.2,167.0,5,2.7,10.0,119,7.26,161.4,510,0,0,0
69,2,0,2504.0,35,122,38.59,227.0,111,21.99,258.7,1,2.4,8.9,87,7.64,169.7,415,0,0,0
116,3,0,436.0,6,73,41.8,245.9,87,20.41,240.1,5,2.4,8.9,89,7.14,158.7,415,0,0,0
101,0,0,1803.0,7,84,43.74,257.3,115,15.71,184.8,7,3.65,13.5,109,4.9,108.9,415,0,0,0
15,2,0,4245.0,36,130,20.59,121.1,86,18.36,216.0,5,4.35,16.1,33,10.58,235.1,415,0,0,0
88,4,0,1060.0,31,136,51.26,301.5,72,21.9,257.7,2,3.62,13.4,118,5.98,132.9,415,0,0,1
197,0,0,2519.0,12,96,39.76,233.9,111,18.61,218.9,3,2.57,9.5,109,8.23,182.9,415,0,0,0
50,2,0,2834.0,45,108,16.93,99.6,102,26.24,308.7,6,3.7,13.7,62,7.25,161.2,415,1,0,1
172,2,0,4246.0,45,123,28.87,169.8,94,15.56,183.1,7,3.43,12.7,72,17.77,395.0,510,0,0,0
188,1,26,2204.0,32,115,33.8,198.8,67,14.16,166.6,3,3.89,14.4,118,8.93,198.5,415,1,1,1
85,3,0,1027.0,9,86,19.75,116.2,127,19.52,229.7,3,2.73,10.1,109,9.19,204.2,408,1,0,0
103,1,0,4905.0,39,128,43.5,255.9,92,11.98,140.9,2,3.27,12.1,130,13.9,308.9,510,1,0,1
136,3,27,3943.0,31,84,31.91,187.7,147,18.79,221.0,4,2.7,10.0,110,6.56,145.7,408,0,1,0
155,0,21,3328.0,29,91,33.3,195.9,84,18.18,213.9,4,2.32,8.6,111,3.97,88.2,408,0,1,0
145,2,0,2888.0,49,97,22.0,129.4,101,15.76,185.4,2,0.3,1.1,106,9.21,204.7,415,0,0,0
116,2,12,3377.0,50,108,37.57,221.0,118,12.84,151.0,6,2.43,9.0,80,8.06,179.0,510,0,1,0
152,2,0,3684.0,40,92,23.89,140.5,96,15.88,186.8,5,2.57,9.5,89,10.22,227.0,408,0,0,0
65,0,0,2924.0,25,123,47.24,277.9,112,13.24,155.8,10,2.48,9.2,71,11.56,256.9,415,1,0,1
180,3,0,2173.0,28,105,38.23,224.9,101,21.25,250.0,5,1.81,6.7,73,9.72,216.1,415,0,0,1
67,0,0,2185.0,14,117,18.55,109.1,124,18.48,217.4,6,3.46,12.8,141,8.48,188.4,415,0,0,0
