NUM_00,CAT_00,CAT_01,CAT_02,CAT_03,NUM_01,CAT_04,CAT_05,CAT_06,NUM_02,CAT_07,NUM_03,NUM_04,NUM_05,NUM_06,CAT_08,target
40,admin.,single,secondary,no,-109.0,yes,yes,unknown,6,may,170.0,1,-1.0,0.0,unknown,0
51,management,single,tertiary,no,5341.0,no,no,cellular,30,apr,184.0,2,-1.0,0.0,unknown,0
62,blue-collar,married,secondary,no,272.0,no,no,cellular,11,nov,289.0,1,92.0,3.0,success,1
53,entrepreneur,married,secondary,no,230.0,yes,no,cellular,4,feb,56.0,2,250.0,1.0,other,0
42,admin.,married,secondary,no,976.0,yes,no,cellular,18,jul,69.0,7,-1.0,0.0,unknown,0
57,services,married,secondary,no,1556.0,yes,no,cellular,20,nov,340.0,1,-1.0,0.0,unknown,0
36,technician,divorced,secondary,no,54.0,yes,no,cellular,27,aug,1642.0,3,-1.0,0.0,unknown,1
55,blue-collar,married,primary,no,81.0,yes,no,unknown,28,may,172.0,1,-1.0,0.0,unknown,0
54,technician,married,secondary,no,472.0,yes,yes,unknown,17,nov,229.0,2,150.0,1.0,failure,0
35,technician,married,secondary,no,150.0,no,no,cellular,18,aug,242.0,5,-1.0,0.0,unknown,0
36,management,single,tertiary,no,1869.0,yes,no,unknown,21,may,122.0,2,-1.0,0.0,unknown,0
41,technician,married,secondary,no,102.0,yes,yes,unknown,14,may,387.0,9,-1.0,0.0,unknown,0
51,blue-collar,divorced,secondary,no,734.0,yes,yes,cellular,5,may,17.0,1,-1.0,0.0,unknown,0
52,management,married,tertiary,no,967.0,no,no,cellular,25,aug,472.0,10,-1.0,0.0,unknown,0
61,unknown,single,primary,no,50.0,no,no,telephone,21,jul,465.0,6,-1.0,0.0,unknown,0
41,unemployed,married,tertiary,no,28.0,yes,no,cellular,4,feb,358.0,2,-1.0,0.0,unknown,0
38,services,single,unknown,no,1610.0,yes,no,unknown,17,jun,76.0,6,-1.0,0.0,unknown,0
66,management,married,tertiary,no,6251.0,no,no,cellular,10,aug,273.0,2,356.0,10.0,other,0
48,blue-collar,married,primary,no,750.0,yes,no,cellular,18,may,90.0,6,-1.0,0.0,unknown,0
38,admin.,married,primary,no,0.0,yes,no,unknown,2,jun,29.0,32,-1.0,0.0,unknown,0
55,housemaid,married,primary,no,0.0,no,no,cellular,13,aug,139.0,2,-1.0,0.0,unknown,0
55,technician,divorced,tertiary,no,1402.0,no,no,cellular,19,aug,187.0,4,-1.0,0.0,unknown,0
44,self-employed,married,tertiary,no,4411.0,yes,no,cellular,19,nov,85.0,1,-1.0,0.0,unknown,0
58,retired,married,secondary,no,5435.0,yes,no,unknown,6,may,118.0,1,-1.0,0.0,unknown,0
34,management,married,tertiary,no,3301.0,yes,no,cellular,17,sep,164.0,5,92.0,6.0,success,1
28,management,single,unknown,yes,101.0,yes,no,unknown,9,may,224.0,3,-1.0,0.0,unknown,0
57,blue-collar,married,primary,no,162.0,yes,no,unknown,6,may,155.0,2,-1.0,0.0,unknown,0
35,blue-collar,married,secondary,no,270.0,yes,yes,cellular,6,apr,332.0,2,335.0,1.0,failure,0
50,management,married,tertiary,no,1240.0,no,no,cellular,12,aug,474.0,2,-1.0,0.0,unknown,0
47,services,married,secondary,no,1764.0,no,yes,cellular,26,aug,119.0,6,-1.0,0.0,unknown,0
46,blue-collar,married,primary,no,783.0,yes,no,cellular,4,aug,73.0,1,-1.0,0.0,unknown,0
36,blue-collar,single,secondary,no,275.0,yes,no,cellular,17,apr,89.0,1,332.0,2.0,failure,0
48,housemaid,married,secondary,no,513.0,no,yes,cellular,28,jul,939.0,3,-1.0,0.0,unknown,1
61,retired,married,secondary,no,2917.0,no,no,cellular,6,oct,215.0,1,-1.0,0.0,unknown,1
32,technician,married,secondary,no,4133.0,no,no,cellular,19,aug,175.0,6,-1.0,0.0,unknown,0
42,unemployed,divorced,primary,no,148.0,yes,no,cellular,4,feb,102.0,1,-1.0,0.0,unknown,0
30,admin.,single,secondary,no,390.0,yes,no,cellular,17,apr,175.0,1,347.0,1.0,failure,0
52,blue-collar,single,secondary,no,359.0,yes,no,cellular,30,jul,444.0,2,-1.0,0.0,unknown,0
35,management,single,tertiary,no,671.0,yes,no,cellular,1,jun,128.0,1,83.0,1.0,success,0
43,management,married,tertiary,no,5926.0,no,no,cellular,6,aug,685.0,2,-1.0,0.0,unknown,0
38,technician,single,tertiary,no,1077.0,yes,yes,cellular,29,jan,87.0,1,-1.0,0.0,unknown,0
56,blue-collar,divorced,primary,no,-9.0,yes,yes,cellular,8,may,728.0,1,-1.0,0.0,unknown,1
43,management,single,tertiary,no,776.0,no,no,telephone,18,may,52.0,9,-1.0,0.0,unknown,0
40,blue-collar,single,unknown,no,29.0,no,no,telephone,7,jul,118.0,2,-1.0,0.0,unknown,0
24,student,single,secondary,no,1123.0,no,no,cellular,13,jul,475.0,1,412.0,1.0,other,1
41,unemployed,divorced,secondary,no,271.0,yes,no,unknown,19,jun,196.0,2,-1.0,0.0,unknown,0
31,management,single,tertiary,no,533.0,no,no,cellular,12,nov,90.0,3,93.0,6.0,success,1
35,services,married,secondary,no,207.0,yes,no,unknown,26,may,312.0,1,-1.0,0.0,unknown,0
38,management,married,tertiary,no,1276.0,no,no,cellular,17,may,272.0,2,182.0,3.0,success,1
59,management,married,tertiary,no,5397.0,no,no,cellular,23,sep,244.0,1,92.0,3.0,success,1
29,student,single,tertiary,no,795.0,no,no,cellular,26,may,258.0,1,-1.0,0.0,unknown,0
38,admin.,married,secondary,no,384.0,no,no,cellular,3,feb,387.0,1,-1.0,0.0,unknown,0
48,services,married,secondary,no,3726.0,yes,no,cellular,29,jul,369.0,2,-1.0,0.0,unknown,0
26,admin.,single,secondary,yes,0.0,yes,no,cellular,16,jul,157.0,2,-1.0,0.0,unknown,0
58,admin.,married,secondary,no,1464.0,yes,yes,unknown,5,jun,53.0,29,-1.0,0.0,unknown,0
32,admin.,divorced,secondary,no,410.0,yes,no,cellular,14,apr,129.0,1,-1.0,0.0,unknown,0
53,management,married,tertiary,no,2124.0,yes,no,unknown,8,may,123.0,2,-1.0,0.0,unknown,0
31,blue-collar,married,primary,no,-81.0,yes,no,cellular,22,jul,261.0,1,-1.0,0.0,unknown,0
32,management,married,tertiary,no,794.0,yes,yes,cellular,9,jul,1014.0,1,-1.0,0.0,unknown,1
48,management,married,secondary,no,0.0,no,no,cellular,19,nov,20.0,4,-1.0,0.0,unknown,0
34,blue-collar,married,secondary,no,3186.0,yes,no,cellular,17,apr,321.0,2,-1.0,0.0,unknown,0
41,technician,single,tertiary,no,1646.0,yes,no,cellular,5,aug,172.0,3,92.0,8.0,success,1
32,technician,single,tertiary,no,2481.0,no,no,cellular,18,aug,547.0,11,-1.0,0.0,unknown,0
39,blue-collar,single,primary,no,-100.0,yes,no,cellular,14,may,159.0,1,358.0,2.0,failure,0
41,management,married,tertiary,no,-456.0,no,no,cellular,14,apr,427.0,4,144.0,1.0,failure,0
25,unemployed,married,secondary,no,285.0,yes,no,unknown,29,may,859.0,2,-1.0,0.0,unknown,0
54,retired,married,primary,no,208.0,no,no,unknown,12,may,255.0,1,-1.0,0.0,unknown,0
34,management,married,tertiary,no,4131.0,yes,no,unknown,27,may,172.0,7,-1.0,0.0,unknown,0
85,retired,divorced,primary,no,7613.0,no,no,cellular,18,feb,355.0,3,-1.0,0.0,unknown,1
32,entrepreneur,single,primary,no,1770.0,no,yes,cellular,4,feb,206.0,2,188.0,6.0,failure,0
27,blue-collar,single,secondary,no,1401.0,yes,no,unknown,28,may,392.0,1,-1.0,0.0,unknown,0
38,blue-collar,married,secondary,no,3598.0,no,no,unknown,6,jun,154.0,1,-1.0,0.0,unknown,0
36,management,married,tertiary,no,495.0,no,no,cellular,12,mar,213.0,3,182.0,6.0,success,1
54,services,married,tertiary,no,0.0,no,no,cellular,28,aug,282.0,2,-1.0,0.0,unknown,0
30,management,married,tertiary,no,1185.0,yes,no,cellular,21,jul,881.0,4,-1.0,0.0,unknown,0
53,admin.,married,secondary,no,1661.0,yes,yes,cellular,17,nov,85.0,1,-1.0,0.0,unknown,0
52,housemaid,married,primary,no,994.0,no,no,cellular,17,jul,188.0,3,-1.0,0.0,unknown,0
35,services,married,secondary,no,52.0,yes,no,cellular,4,jun,328.0,2,94.0,4.0,success,1
50,unknown,married,primary,no,341.0,yes,yes,cellular,20,apr,670.0,4,340.0,2.0,success,1
51,blue-collar,married,primary,no,0.0,no,no,cellular,7,aug,228.0,6,-1.0,0.0,unknown,0
62,management,married,tertiary,no,10373.0,no,no,cellular,17,nov,140.0,3,97.0,3.0,failure,0
56,admin.,married,secondary,no,3554.0,no,no,cellular,3,jun,151.0,1,-1.0,0.0,unknown,0
26,management,single,tertiary,no,157.0,yes,no,cellular,30,jan,78.0,2,-1.0,0.0,unknown,0
35,management,single,secondary,no,3384.0,yes,no,cellular,31,jul,372.0,2,-1.0,0.0,unknown,0
35,management,married,secondary,no,533.0,no,no,cellular,6,aug,221.0,12,-1.0,0.0,unknown,0
25,student,single,secondary,no,2975.0,no,no,cellular,2,sep,799.0,2,-1.0,0.0,unknown,1
30,admin.,single,secondary,no,-635.0,no,no,cellular,25,jul,250.0,1,-1.0,0.0,unknown,0
46,admin.,married,secondary,no,0.0,yes,no,cellular,8,sep,149.0,2,187.0,1.0,failure,0
32,admin.,married,secondary,no,552.0,yes,no,cellular,6,may,98.0,2,-1.0,0.0,unknown,0
31,self-employed,single,tertiary,no,217.0,no,no,cellular,19,nov,501.0,4,-1.0,0.0,unknown,0
39,management,married,tertiary,no,-409.0,yes,no,cellular,29,jul,590.0,23,-1.0,0.0,unknown,0
33,technician,single,secondary,yes,-374.0,no,yes,cellular,20,aug,160.0,2,-1.0,0.0,unknown,0
55,housemaid,married,primary,no,1233.0,no,no,cellular,28,aug,97.0,2,-1.0,0.0,unknown,0
40,technician,married,secondary,no,372.0,yes,no,cellular,13,aug,100.0,2,-1.0,0.0,unknown,0
42,self-employed,married,secondary,no,2812.0,yes,no,cellular,21,nov,46.0,4,171.0,1.0,failure,0
58,self-employed,divorced,tertiary,no,1382.0,no,no,unknown,9,jun,700.0,1,-1.0,0.0,unknown,1
56,blue-collar,married,secondary,no,25.0,yes,no,unknown,19,may,264.0,1,-1.0,0.0,unknown,0
59,blue-collar,divorced,primary,no,4399.0,yes,no,telephone,31,jul,69.0,8,-1.0,0.0,unknown,0
30,management,married,tertiary,no,74.0,yes,no,cellular,21,jul,106.0,3,-1.0,0.0,unknown,0
52,technician,married,secondary,no,0.0,yes,no,cellular,1,jun,144.0,1,83.0,1.0,failure,0
29,services,single,secondary,no,-453.0,yes,no,cellular,21,jul,213.0,1,-1.0,0.0,unknown,0
30,management,single,secondary,no,18.0,yes,no,cellular,17,nov,294.0,1,-1.0,0.0,unknown,0
45,blue-collar,married,secondary,no,-149.0,yes,no,unknown,15,may,644.0,2,-1.0,0.0,unknown,0
40,management,married,tertiary,no,413.0,yes,no,unknown,14,may,150.0,1,-1.0,0.0,unknown,0
44,blue-collar,single,unknown,no,0.0,yes,no,unknown,23,may,354.0,4,-1.0,0.0,unknown,0
33,admin.,married,secondary,no,471.0,yes,no,unknown,2,jun,214.0,2,-1.0,0.0,unknown,0
38,blue-collar,married,secondary,no,1556.0,yes,no,cellular,12,may,191.0,3,-1.0,0.0,unknown,0
39,admin.,married,tertiary,no,1022.0,yes,yes,cellular,28,jan,123.0,2,-1.0,0.0,unknown,0
34,services,single,secondary,no,-96.0,yes,no,unknown,2,jun,269.0,3,-1.0,0.0,unknown,0
38,blue-collar,married,secondary,no,213.0,yes,no,unknown,16,jun,270.0,15,-1.0,0.0,unknown,0
35,unknown,married,unknown,no,0.0,no,no,unknown,6,jun,159.0,3,-1.0,0.0,unknown,0
51,blue-collar,married,primary,no,-101.0,yes,yes,unknown,30,jun,60.0,3,-1.0,0.0,unknown,0
37,management,married,secondary,no,4056.0,no,no,cellular,18,nov,114.0,1,-1.0,0.0,unknown,0
25,services,single,secondary,no,333.0,no,yes,cellular,15,jul,1056.0,2,-1.0,0.0,unknown,1
82,retired,divorced,tertiary,no,0.0,no,no,telephone,12,nov,226.0,1,-1.0,0.0,unknown,1
33,admin.,married,secondary,no,7.0,yes,no,cellular,17,apr,612.0,1,148.0,1.0,failure,0
25,technician,single,tertiary,no,3411.0,no,no,cellular,19,aug,225.0,2,-1.0,0.0,unknown,1
52,admin.,single,primary,no,0.0,no,no,unknown,19,may,182.0,11,-1.0,0.0,unknown,0
27,blue-collar,single,secondary,no,1150.0,yes,no,unknown,14,may,282.0,1,-1.0,0.0,unknown,0
54,blue-collar,married,secondary,no,0.0,no,yes,cellular,16,jul,156.0,1,-1.0,0.0,unknown,0
52,admin.,married,secondary,no,7742.0,no,no,cellular,11,aug,149.0,3,-1.0,0.0,unknown,0
34,admin.,married,tertiary,no,788.0,yes,no,cellular,5,feb,269.0,1,-1.0,0.0,unknown,0
50,admin.,married,secondary,no,0.0,no,no,cellular,4,aug,86.0,4,-1.0,0.0,unknown,0
48,management,single,tertiary,no,86.0,no,no,cellular,28,jun,281.0,3,186.0,6.0,other,1
52,management,married,tertiary,no,-11.0,yes,no,cellular,11,may,94.0,4,-1.0,0.0,unknown,0
31,blue-collar,married,secondary,no,0.0,yes,no,unknown,9,may,133.0,1,-1.0,0.0,unknown,0
60,housemaid,married,primary,no,726.0,no,yes,cellular,30,jul,94.0,5,-1.0,0.0,unknown,0
48,housemaid,divorced,secondary,no,57.0,no,no,cellular,19,nov,134.0,1,-1.0,0.0,unknown,0
39,management,single,secondary,no,1103.0,no,no,unknown,17,jun,24.0,1,-1.0,0.0,unknown,0
28,blue-collar,divorced,primary,no,319.0,yes,no,cellular,21,jul,120.0,2,-1.0,0.0,unknown,0
37,technician,married,tertiary,no,-86.0,yes,no,cellular,21,jul,91.0,4,-1.0,0.0,unknown,0
60,retired,married,tertiary,no,872.0,no,no,telephone,28,aug,37.0,5,-1.0,0.0,unknown,0
30,management,single,tertiary,no,19796.0,no,no,cellular,20,nov,41.0,1,-1.0,0.0,unknown,0
54,unknown,married,secondary,no,1241.0,no,no,unknown,16,jun,97.0,6,-1.0,0.0,unknown,0
55,retired,divorced,tertiary,no,-458.0,yes,no,cellular,23,jul,1331.0,3,-1.0,0.0,unknown,0
43,management,divorced,tertiary,no,0.0,yes,no,cellular,21,jul,111.0,1,-1.0,0.0,unknown,0
39,management,married,tertiary,no,5060.0,yes,no,cellular,20,aug,157.0,4,-1.0,0.0,unknown,0
59,retired,married,primary,no,4007.0,no,no,cellular,26,mar,157.0,2,116.0,4.0,failure,0
32,technician,single,secondary,no,648.0,no,yes,cellular,21,jul,166.0,1,-1.0,0.0,unknown,0
33,services,married,secondary,no,0.0,yes,yes,cellular,7,apr,487.0,1,-1.0,0.0,unknown,0
38,services,divorced,secondary,no,61.0,no,no,unknown,5,jun,636.0,1,-1.0,0.0,unknown,1
32,technician,married,secondary,no,-413.0,yes,no,cellular,13,aug,100.0,2,-1.0,0.0,unknown,0
34,management,married,tertiary,no,1666.0,no,no,cellular,11,aug,36.0,4,-1.0,0.0,unknown,0
42,self-employed,married,secondary,no,357.0,no,no,cellular,22,aug,94.0,4,-1.0,0.0,unknown,0
39,blue-collar,married,secondary,no,203.0,yes,no,unknown,3,jun,143.0,1,-1.0,0.0,unknown,0
37,services,married,secondary,no,741.0,yes,no,unknown,2,jun,88.0,2,-1.0,0.0,unknown,0
33,admin.,single,secondary,no,206.0,no,no,telephone,13,nov,168.0,1,-1.0,0.0,unknown,0
39,unemployed,single,tertiary,no,7.0,yes,no,cellular,20,nov,931.0,4,-1.0,0.0,unknown,1
41,blue-collar,married,primary,no,3140.0,yes,no,unknown,13,may,87.0,9,-1.0,0.0,unknown,0
49,admin.,married,secondary,no,1632.0,no,no,unknown,6,jun,47.0,1,-1.0,0.0,unknown,0
35,unemployed,married,tertiary,no,1057.0,yes,no,cellular,8,apr,902.0,2,-1.0,0.0,unknown,0
42,admin.,single,secondary,no,426.0,yes,no,cellular,11,jul,636.0,2,-1.0,0.0,unknown,0
26,management,single,tertiary,no,33.0,no,no,cellular,23,jul,297.0,1,-1.0,0.0,unknown,0
34,technician,married,secondary,no,223.0,yes,no,cellular,15,jul,202.0,3,-1.0,0.0,unknown,0
32,technician,single,secondary,no,145.0,no,no,cellular,6,aug,135.0,2,-1.0,0.0,unknown,0
36,unemployed,divorced,secondary,no,2178.0,yes,no,cellular,30,jul,74.0,2,-1.0,0.0,unknown,0
28,services,single,secondary,no,168.0,no,no,cellular,12,jan,387.0,1,194.0,1.0,other,1
41,blue-collar,married,primary,no,293.0,yes,yes,cellular,7,may,102.0,1,-1.0,0.0,unknown,0
45,management,single,secondary,no,451.0,yes,no,cellular,19,aug,142.0,2,-1.0,0.0,unknown,0
27,self-employed,single,tertiary,no,168.0,no,no,cellular,13,may,271.0,1,182.0,2.0,success,0
35,technician,single,secondary,no,-229.0,yes,no,unknown,27,may,100.0,2,-1.0,0.0,unknown,0
40,management,married,tertiary,no,0.0,no,no,cellular,18,aug,261.0,7,-1.0,0.0,unknown,0
35,management,single,tertiary,no,681.0,no,no,cellular,18,feb,737.0,1,561.0,2.0,success,1
54,technician,married,tertiary,no,98.0,no,no,cellular,8,aug,420.0,4,-1.0,0.0,unknown,0
29,entrepreneur,single,tertiary,no,1028.0,no,no,cellular,3,feb,667.0,2,-1.0,0.0,unknown,0
35,technician,single,secondary,no,1.0,no,no,unknown,30,may,66.0,4,-1.0,0.0,unknown,0
30,services,single,secondary,no,862.0,yes,yes,unknown,20,may,550.0,2,-1.0,0.0,unknown,0
33,management,single,tertiary,no,3495.0,yes,yes,cellular,21,nov,11.0,2,-1.0,0.0,unknown,0
57,entrepreneur,married,secondary,no,2464.0,no,no,cellular,1,jun,113.0,1,-1.0,0.0,unknown,0
77,retired,married,primary,no,1385.0,no,no,telephone,8,sep,160.0,4,-1.0,0.0,unknown,0
33,management,married,tertiary,no,4.0,yes,yes,cellular,24,jul,604.0,1,-1.0,0.0,unknown,0
33,blue-collar,married,primary,no,2456.0,yes,no,cellular,21,nov,552.0,3,127.0,1.0,failure,0
49,unemployed,married,tertiary,no,-471.0,yes,no,cellular,20,nov,77.0,3,185.0,7.0,failure,0
38,services,married,secondary,no,18.0,yes,yes,cellular,17,nov,118.0,2,-1.0,0.0,unknown,0
36,self-employed,married,tertiary,no,19.0,no,no,unknown,5,may,189.0,2,-1.0,0.0,unknown,0
35,entrepreneur,married,primary,no,-394.0,yes,no,cellular,20,nov,217.0,3,-1.0,0.0,unknown,0
27,housemaid,married,primary,no,275.0,yes,no,cellular,14,may,196.0,2,-1.0,0.0,unknown,0
48,services,single,primary,no,204.0,yes,no,cellular,22,jul,134.0,1,-1.0,0.0,unknown,0
29,technician,single,secondary,no,544.0,yes,no,unknown,13,may,360.0,1,-1.0,0.0,unknown,0
22,blue-collar,single,secondary,no,-7.0,yes,no,cellular,17,apr,84.0,1,343.0,1.0,other,0
29,management,single,tertiary,no,502.0,no,no,cellular,12,apr,366.0,2,199.0,3.0,other,0
40,management,married,secondary,no,394.0,yes,no,cellular,16,jul,60.0,5,-1.0,0.0,unknown,0
34,blue-collar,married,secondary,no,157.0,yes,no,cellular,11,jul,254.0,2,-1.0,0.0,unknown,0
35,technician,married,secondary,no,2.0,no,no,telephone,28,jan,653.0,3,-1.0,0.0,unknown,0
53,admin.,married,primary,no,234.0,yes,no,telephone,13,may,53.0,7,-1.0,0.0,unknown,0
27,technician,single,tertiary,no,1526.0,yes,no,unknown,6,jun,342.0,10,-1.0,0.0,unknown,0
38,entrepreneur,married,secondary,no,61.0,yes,yes,unknown,28,may,170.0,5,-1.0,0.0,unknown,0
51,admin.,married,secondary,no,227.0,no,no,cellular,5,aug,231.0,1,-1.0,0.0,unknown,0
30,admin.,married,secondary,no,111.0,no,yes,cellular,21,nov,86.0,3,133.0,1.0,failure,0
34,management,single,tertiary,no,673.0,yes,yes,unknown,20,may,120.0,1,-1.0,0.0,unknown,0
59,unemployed,married,primary,no,0.0,no,no,cellular,30,jan,3025.0,2,-1.0,0.0,unknown,0
35,admin.,single,secondary,no,128.0,no,no,unknown,12,jun,46.0,1,-1.0,0.0,unknown,0
38,technician,married,secondary,no,61.0,yes,no,unknown,28,may,97.0,1,-1.0,0.0,unknown,0
35,blue-collar,single,secondary,no,41.0,yes,no,cellular,11,may,14.0,5,-1.0,0.0,unknown,0
33,admin.,married,tertiary,no,-1011.0,no,no,cellular,21,nov,134.0,1,-1.0,0.0,unknown,0
52,admin.,married,secondary,no,31.0,yes,no,unknown,7,may,120.0,1,-1.0,0.0,unknown,0
33,blue-collar,married,secondary,no,523.0,yes,no,cellular,18,may,18.0,5,360.0,5.0,failure,0
50,blue-collar,married,primary,no,565.0,yes,yes,cellular,28,aug,36.0,3,-1.0,0.0,unknown,0
33,services,single,secondary,no,1659.0,yes,no,cellular,18,may,133.0,2,353.0,6.0,failure,0
35,blue-collar,single,secondary,no,142.0,yes,no,cellular,7,may,266.0,2,168.0,1.0,failure,0
58,retired,married,secondary,no,3909.0,yes,no,unknown,3,jun,80.0,1,-1.0,0.0,unknown,0
45,admin.,married,secondary,no,638.0,yes,no,cellular,20,aug,75.0,9,-1.0,0.0,unknown,0
39,housemaid,married,primary,no,-106.0,yes,yes,cellular,11,may,1114.0,2,-1.0,0.0,unknown,0
52,blue-collar,single,primary,no,1837.0,yes,no,cellular,21,nov,217.0,1,-1.0,0.0,unknown,0
47,retired,married,secondary,no,-71.0,yes,no,cellular,11,aug,293.0,5,-1.0,0.0,unknown,0
52,management,married,tertiary,no,488.0,yes,no,cellular,19,nov,60.0,3,-1.0,0.0,unknown,0
31,technician,single,unknown,no,460.0,yes,no,cellular,7,may,189.0,2,-1.0,0.0,unknown,0
36,management,divorced,tertiary,no,0.0,no,no,cellular,4,aug,1165.0,1,-1.0,0.0,unknown,1
32,technician,single,unknown,no,491.0,no,no,cellular,8,oct,251.0,2,91.0,7.0,success,1
29,admin.,single,unknown,no,175.0,no,no,unknown,28,may,597.0,3,-1.0,0.0,unknown,0
54,technician,divorced,secondary,no,765.0,yes,yes,cellular,15,jul,812.0,3,-1.0,0.0,unknown,0
41,admin.,married,tertiary,no,5426.0,yes,no,unknown,14,may,149.0,2,-1.0,0.0,unknown,0
44,admin.,divorced,primary,no,429.0,yes,no,telephone,23,oct,80.0,1,-1.0,0.0,unknown,1
36,admin.,divorced,tertiary,no,281.0,no,no,cellular,30,jan,60.0,2,2.0,1.0,other,0
30,services,married,secondary,no,208.0,no,no,cellular,9,sep,324.0,1,-1.0,0.0,unknown,0
57,services,single,secondary,no,2236.0,yes,no,unknown,14,may,73.0,2,-1.0,0.0,unknown,0
33,management,single,tertiary,no,1439.0,yes,no,cellular,3,jun,178.0,2,-1.0,0.0,unknown,0
33,admin.,married,secondary,no,393.0,yes,no,unknown,28,may,383.0,1,-1.0,0.0,unknown,0
79,retired,married,primary,no,3025.0,no,no,telephone,11,mar,184.0,1,90.0,6.0,success,0
28,blue-collar,single,secondary,no,1011.0,yes,no,cellular,20,apr,204.0,3,-1.0,0.0,unknown,0
35,blue-collar,married,secondary,no,-557.0,yes,yes,unknown,21,may,249.0,1,-1.0,0.0,unknown,0
45,management,married,tertiary,no,1866.0,no,no,unknown,11,jun,116.0,7,-1.0,0.0,unknown,0
42,entrepreneur,married,secondary,no,0.0,yes,yes,unknown,29,may,128.0,3,-1.0,0.0,unknown,0
39,services,divorced,secondary,yes,-96.0,yes,yes,telephone,12,may,38.0,6,-1.0,0.0,unknown,0
32,management,married,tertiary,no,6059.0,yes,no,cellular,20,nov,110.0,2,-1.0,0.0,unknown,0
31,blue-collar,divorced,secondary,no,-452.0,yes,no,unknown,26,may,182.0,5,-1.0,0.0,unknown,0
31,management,single,tertiary,no,548.0,yes,no,unknown,16,may,148.0,4,-1.0,0.0,unknown,0
46,admin.,divorced,primary,no,509.0,no,no,cellular,17,jul,272.0,1,-1.0,0.0,unknown,0
49,services,married,primary,no,468.0,no,no,cellular,5,aug,608.0,2,-1.0,0.0,unknown,0
24,admin.,married,secondary,no,61.0,yes,yes,cellular,7,may,278.0,1,343.0,2.0,other,0
31,blue-collar,married,secondary,no,658.0,yes,yes,cellular,17,apr,268.0,1,270.0,1.0,failure,0
50,blue-collar,divorced,primary,no,15.0,yes,no,cellular,12,may,173.0,2,350.0,7.0,failure,0
45,technician,married,secondary,no,2403.0,no,no,cellular,21,nov,207.0,1,-1.0,0.0,unknown,0
44,blue-collar,married,secondary,no,1025.0,yes,no,cellular,21,dec,116.0,2,202.0,1.0,failure,0
38,blue-collar,divorced,primary,no,0.0,no,no,unknown,12,jun,49.0,2,-1.0,0.0,unknown,0
55,management,married,tertiary,no,12675.0,no,no,cellular,19,nov,195.0,2,-1.0,0.0,unknown,0
34,technician,single,secondary,no,341.0,no,yes,cellular,29,jan,136.0,1,262.0,3.0,failure,0
30,blue-collar,single,secondary,no,130.0,no,no,telephone,5,dec,291.0,1,-1.0,0.0,unknown,0
36,blue-collar,married,secondary,no,21.0,yes,no,unknown,28,may,89.0,1,-1.0,0.0,unknown,0
40,services,married,secondary,no,22.0,yes,yes,telephone,9,jul,145.0,2,-1.0,0.0,unknown,0
55,admin.,married,secondary,no,859.0,no,no,telephone,8,jul,153.0,1,-1.0,0.0,unknown,0
83,retired,married,tertiary,no,6236.0,no,no,cellular,12,oct,766.0,1,62.0,3.0,failure,0
37,blue-collar,married,primary,no,1222.0,yes,no,cellular,6,may,206.0,1,-1.0,0.0,unknown,0
40,housemaid,married,secondary,no,2064.0,no,no,cellular,12,aug,107.0,1,-1.0,0.0,unknown,0
30,technician,single,secondary,no,158.0,no,no,cellular,6,oct,144.0,1,-1.0,0.0,unknown,1
43,blue-collar,married,primary,no,-111.0,yes,no,cellular,5,may,75.0,7,-1.0,0.0,unknown,0
35,admin.,single,secondary,no,-413.0,yes,no,unknown,23,may,178.0,1,-1.0,0.0,unknown,0
43,blue-collar,married,primary,no,8.0,no,yes,cellular,21,jul,564.0,2,-1.0,0.0,unknown,0
38,unemployed,married,tertiary,no,2012.0,no,no,cellular,7,apr,355.0,3,-1.0,0.0,unknown,0
30,unemployed,single,primary,no,15261.0,no,no,cellular,9,feb,43.0,5,-1.0,0.0,unknown,0
43,blue-collar,married,primary,no,-93.0,yes,no,unknown,26,may,402.0,2,-1.0,0.0,unknown,0
43,blue-collar,married,primary,yes,0.0,no,yes,cellular,22,jul,431.0,8,-1.0,0.0,unknown,0
24,self-employed,single,unknown,no,1179.0,no,no,cellular,10,feb,122.0,1,-1.0,0.0,unknown,0
25,admin.,single,secondary,no,483.0,no,yes,cellular,3,feb,189.0,1,-1.0,0.0,unknown,1
26,management,married,tertiary,no,17.0,no,yes,cellular,11,jul,522.0,1,-1.0,0.0,unknown,0
29,blue-collar,married,secondary,no,457.0,yes,no,cellular,20,apr,72.0,3,341.0,1.0,other,0
35,technician,single,tertiary,no,1880.0,no,no,cellular,20,may,154.0,1,-1.0,0.0,unknown,1
37,blue-collar,married,secondary,no,125.0,no,no,unknown,26,may,679.0,2,-1.0,0.0,unknown,1
34,blue-collar,married,secondary,no,848.0,yes,no,unknown,6,may,684.0,2,-1.0,0.0,unknown,0
45,blue-collar,divorced,secondary,no,756.0,yes,no,unknown,6,may,179.0,2,-1.0,0.0,unknown,0
49,blue-collar,married,secondary,no,26.0,yes,no,unknown,6,may,276.0,2,-1.0,0.0,unknown,0
30,blue-collar,single,unknown,no,306.0,yes,no,cellular,17,apr,314.0,1,-1.0,0.0,unknown,0
37,management,divorced,tertiary,no,153.0,yes,no,cellular,30,apr,221.0,1,70.0,2.0,other,0
49,blue-collar,married,secondary,no,171.0,no,no,telephone,5,feb,260.0,6,-1.0,0.0,unknown,0
